date,description,categorie,type,montant
2025-06-05,Plein de Carburant (Flotte),Carburant,debit,61668
2025-06-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-06-06,Facture Client - Livraison Express,Ventes,credit,56125
2025-06-06,Facture Client - Déménagement,Ventes,credit,171301
2025-06-06,Facture Client - Fret Régional,Ventes,credit,259518
2025-06-08,Facture Client - Fret Régional,Ventes,credit,204395
2025-06-08,Facture Client - Fret Régional,Ventes,credit,380604
2025-06-08,Plein de Carburant (Flotte),Carburant,debit,81007
2025-06-09,Facture Client - Fret Régional,Ventes,credit,279082
2025-06-09,Facture Client - Déménagement,Ventes,credit,159749
2025-06-09,Plein de Carburant (Flotte),Carburant,debit,63151
2025-06-10,Facture Client - Déménagement,Ventes,credit,194767
2025-06-10,Facture Client - Fret Régional,Ventes,credit,325970
2025-06-10,Facture Client - Livraison Express,Ventes,credit,67960
2025-06-10,Plein de Carburant (Flotte),Carburant,debit,59290
2025-06-11,Facture Client - Livraison Express,Ventes,credit,40308
2025-06-11,Facture Client - Fret Régional,Ventes,credit,222008
2025-06-11,Facture Client - Déménagement,Ventes,credit,112380
2025-06-11,Facture Client - Livraison Express,Ventes,credit,44040
2025-06-12,Facture Client - Livraison Express,Ventes,credit,63735
2025-06-12,Facture Client - Déménagement,Ventes,credit,148021
2025-06-12,Facture Client - Fret Régional,Ventes,credit,222702
2025-06-12,Plein de Carburant (Flotte),Carburant,debit,65432
2025-06-13,Facture Client - Fret Régional,Ventes,credit,215742
2025-06-13,Facture Client - Livraison Express,Ventes,credit,30867
2025-06-13,Facture Client - Déménagement,Ventes,credit,127896
2025-06-15,Plein de Carburant (Flotte),Carburant,debit,80970
2025-06-15,Paiement Taxes / Patente,Impôts,debit,600000
2025-06-16,Facture Client - Fret Régional,Ventes,credit,369433
2025-06-16,Facture Client - Fret Régional,Ventes,credit,282380
2025-06-16,Facture Client - Livraison Express,Ventes,credit,37735
2025-06-16,Plein de Carburant (Flotte),Carburant,debit,76542
2025-06-17,Facture Client - Fret Régional,Ventes,credit,268727
2025-06-17,Plein de Carburant (Flotte),Carburant,debit,88125
2025-06-18,Facture Client - Fret Régional,Ventes,credit,319924
2025-06-18,Facture Client - Déménagement,Ventes,credit,185672
2025-06-18,Plein de Carburant (Flotte),Carburant,debit,80367
2025-06-19,Facture Client - Livraison Express,Ventes,credit,57842
2025-06-19,Plein de Carburant (Flotte),Carburant,debit,51844
2025-06-20,Facture Client - Fret Régional,Ventes,credit,223754
2025-06-20,Facture Client - Livraison Express,Ventes,credit,62534
2025-06-20,Facture Client - Déménagement,Ventes,credit,104314
2025-06-20,Facture Client - Fret Régional,Ventes,credit,236492
2025-06-20,Plein de Carburant (Flotte),Carburant,debit,73761
2025-06-21,Facture Client - Fret Régional,Ventes,credit,233876
2025-06-21,Facture Client - Fret Régional,Ventes,credit,248192
2025-06-21,Facture Client - Déménagement,Ventes,credit,139352
2025-06-21,Facture Client - Livraison Express,Ventes,credit,33550
2025-06-21,Plein de Carburant (Flotte),Carburant,debit,77553
2025-06-22,Facture Client - Déménagement,Ventes,credit,170548
2025-06-22,Plein de Carburant (Flotte),Carburant,debit,84312
2025-06-23,Facture Client - Déménagement,Ventes,credit,91969
2025-06-23,Facture Client - Livraison Express,Ventes,credit,25869
2025-06-23,Facture Client - Déménagement,Ventes,credit,109656
2025-06-23,Plein de Carburant (Flotte),Carburant,debit,51741
2025-06-24,Facture Client - Fret Régional,Ventes,credit,385070
2025-06-24,Plein de Carburant (Flotte),Carburant,debit,88803
2025-06-25,Facture Client - Livraison Express,Ventes,credit,53831
2025-06-25,Facture Client - Déménagement,Ventes,credit,82391
2025-06-25,Plein de Carburant (Flotte),Carburant,debit,89972
2025-06-26,Facture Client - Fret Régional,Ventes,credit,283985
2025-06-26,Facture Client - Fret Régional,Ventes,credit,345287
2025-06-26,Plein de Carburant (Flotte),Carburant,debit,68739
2025-06-27,Facture Client - Fret Régional,Ventes,credit,307959
2025-06-27,Facture Client - Fret Régional,Ventes,credit,217367
2025-06-27,Plein de Carburant (Flotte),Carburant,debit,89707
2025-06-28,Facture Client - Livraison Express,Ventes,credit,67932
2025-06-28,Facture Client - Fret Régional,Ventes,credit,374599
2025-06-28,Plein de Carburant (Flotte),Carburant,debit,53273
2025-06-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-06-29,Plein de Carburant (Flotte),Carburant,debit,49307
2025-06-29,Réparation Camion / Pièces,Entretien,debit,490267
2025-06-30,Facture Client - Déménagement,Ventes,credit,107087
2025-06-30,Facture Client - Déménagement,Ventes,credit,157590
2025-06-30,Facture Client - Fret Régional,Ventes,credit,188232
2025-06-30,Facture Client - Fret Régional,Ventes,credit,302643
2025-06-30,Plein de Carburant (Flotte),Carburant,debit,48205
2025-07-01,Facture Client - Fret Régional,Ventes,credit,353737
2025-07-01,Facture Client - Déménagement,Ventes,credit,112502
2025-07-01,Facture Client - Livraison Express,Ventes,credit,72083
2025-07-01,Facture Client - Fret Régional,Ventes,credit,372174
2025-07-01,Plein de Carburant (Flotte),Carburant,debit,54209
2025-07-01,Réparation Camion / Pièces,Entretien,debit,427513
2025-07-02,Facture Client - Livraison Express,Ventes,credit,45259
2025-07-02,Facture Client - Déménagement,Ventes,credit,111699
2025-07-02,Facture Client - Fret Régional,Ventes,credit,215351
2025-07-02,Facture Client - Fret Régional,Ventes,credit,379084
2025-07-03,Facture Client - Fret Régional,Ventes,credit,342515
2025-07-03,Facture Client - Fret Régional,Ventes,credit,235671
2025-07-03,Facture Client - Livraison Express,Ventes,credit,31793
2025-07-03,Plein de Carburant (Flotte),Carburant,debit,54606
2025-07-04,Facture Client - Livraison Express,Ventes,credit,55287
2025-07-04,Facture Client - Déménagement,Ventes,credit,168411
2025-07-04,Facture Client - Déménagement,Ventes,credit,169416
2025-07-04,Plein de Carburant (Flotte),Carburant,debit,62251
2025-07-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-07-06,Plein de Carburant (Flotte),Carburant,debit,44552
2025-07-07,Facture Client - Livraison Express,Ventes,credit,39568
2025-07-07,Facture Client - Fret Régional,Ventes,credit,325456
2025-07-07,Facture Client - Livraison Express,Ventes,credit,58805
2025-07-07,Plein de Carburant (Flotte),Carburant,debit,78765
2025-07-08,Facture Client - Fret Régional,Ventes,credit,177136
2025-07-08,Facture Client - Déménagement,Ventes,credit,127476
2025-07-08,Facture Client - Déménagement,Ventes,credit,102462
2025-07-08,Facture Client - Livraison Express,Ventes,credit,53221
2025-07-09,Facture Client - Déménagement,Ventes,credit,80851
2025-07-09,Facture Client - Déménagement,Ventes,credit,84771
2025-07-09,Plein de Carburant (Flotte),Carburant,debit,41123
2025-07-10,Facture Client - Déménagement,Ventes,credit,152884
2025-07-10,Facture Client - Livraison Express,Ventes,credit,43184
2025-07-10,Facture Client - Livraison Express,Ventes,credit,47392
2025-07-10,Facture Client - Déménagement,Ventes,credit,178649
2025-07-11,Facture Client - Livraison Express,Ventes,credit,54289
2025-07-11,Facture Client - Déménagement,Ventes,credit,196062
2025-07-11,Facture Client - Fret Régional,Ventes,credit,327197
2025-07-11,Facture Client - Déménagement,Ventes,credit,168862
2025-07-11,Plein de Carburant (Flotte),Carburant,debit,69685
2025-07-12,Plein de Carburant (Flotte),Carburant,debit,44891
2025-07-13,Plein de Carburant (Flotte),Carburant,debit,79503
2025-07-14,Facture Client - Déménagement,Ventes,credit,158381
2025-07-14,Facture Client - Livraison Express,Ventes,credit,46809
2025-07-14,Facture Client - Déménagement,Ventes,credit,182481
2025-07-14,Facture Client - Déménagement,Ventes,credit,91367
2025-07-14,Plein de Carburant (Flotte),Carburant,debit,52751
2025-07-15,Facture Client - Déménagement,Ventes,credit,99010
2025-07-15,Facture Client - Fret Régional,Ventes,credit,273832
2025-07-15,Facture Client - Fret Régional,Ventes,credit,219264
2025-07-15,Plein de Carburant (Flotte),Carburant,debit,72539
2025-07-16,Facture Client - Fret Régional,Ventes,credit,338310
2025-07-16,Plein de Carburant (Flotte),Carburant,debit,59561
2025-07-17,Facture Client - Déménagement,Ventes,credit,193665
2025-07-17,Facture Client - Fret Régional,Ventes,credit,169330
2025-07-17,Facture Client - Livraison Express,Ventes,credit,72593
2025-07-17,Facture Client - Livraison Express,Ventes,credit,42368
2025-07-17,Plein de Carburant (Flotte),Carburant,debit,87790
2025-07-18,Facture Client - Livraison Express,Ventes,credit,38048
2025-07-19,Plein de Carburant (Flotte),Carburant,debit,73762
2025-07-20,Plein de Carburant (Flotte),Carburant,debit,60669
2025-07-21,Facture Client - Déménagement,Ventes,credit,164629
2025-07-21,Facture Client - Fret Régional,Ventes,credit,363143
2025-07-21,Facture Client - Fret Régional,Ventes,credit,185134
2025-07-21,Plein de Carburant (Flotte),Carburant,debit,73069
2025-07-22,Facture Client - Fret Régional,Ventes,credit,199874
2025-07-22,Facture Client - Livraison Express,Ventes,credit,31896
2025-07-23,Facture Client - Fret Régional,Ventes,credit,190057
2025-07-23,Facture Client - Livraison Express,Ventes,credit,62216
2025-07-23,Facture Client - Déménagement,Ventes,credit,156661
2025-07-23,Plein de Carburant (Flotte),Carburant,debit,84631
2025-07-23,Réparation Camion / Pièces,Entretien,debit,426813
2025-07-24,Facture Client - Déménagement,Ventes,credit,135368
2025-07-24,Plein de Carburant (Flotte),Carburant,debit,86230
2025-07-25,Facture Client - Fret Régional,Ventes,credit,160599
2025-07-26,Facture Client - Déménagement,Ventes,credit,169467
2025-07-26,Plein de Carburant (Flotte),Carburant,debit,71586
2025-07-28,Facture Client - Livraison Express,Ventes,credit,30650
2025-07-28,Plein de Carburant (Flotte),Carburant,debit,49099
2025-07-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-07-29,Facture Client - Livraison Express,Ventes,credit,26436
2025-07-30,Facture Client - Fret Régional,Ventes,credit,247246
2025-07-30,Facture Client - Fret Régional,Ventes,credit,396074
2025-07-30,Plein de Carburant (Flotte),Carburant,debit,54641
2025-07-31,Facture Client - Déménagement,Ventes,credit,179774
2025-07-31,Facture Client - Livraison Express,Ventes,credit,73280
2025-07-31,Facture Client - Livraison Express,Ventes,credit,32840
2025-07-31,Plein de Carburant (Flotte),Carburant,debit,59328
2025-08-01,Facture Client - Fret Régional,Ventes,credit,324225
2025-08-02,Plein de Carburant (Flotte),Carburant,debit,64825
2025-08-03,Facture Client - Déménagement,Ventes,credit,151787
2025-08-03,Facture Client - Livraison Express,Ventes,credit,32106
2025-08-04,Facture Client - Livraison Express,Ventes,credit,29047
2025-08-04,Facture Client - Déménagement,Ventes,credit,184702
2025-08-04,Facture Client - Déménagement,Ventes,credit,156587
2025-08-04,Facture Client - Déménagement,Ventes,credit,104714
2025-08-05,Facture Client - Déménagement,Ventes,credit,150419
2025-08-05,Facture Client - Fret Régional,Ventes,credit,305480
2025-08-05,Plein de Carburant (Flotte),Carburant,debit,48205
2025-08-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-08-06,Facture Client - Déménagement,Ventes,credit,155634
2025-08-06,Plein de Carburant (Flotte),Carburant,debit,83385
2025-08-07,Facture Client - Livraison Express,Ventes,credit,65193
2025-08-07,Facture Client - Déménagement,Ventes,credit,101066
2025-08-07,Facture Client - Livraison Express,Ventes,credit,68718
2025-08-07,Plein de Carburant (Flotte),Carburant,debit,50912
2025-08-08,Facture Client - Déménagement,Ventes,credit,116480
2025-08-08,Facture Client - Déménagement,Ventes,credit,141001
2025-08-08,Plein de Carburant (Flotte),Carburant,debit,64371
2025-08-10,Plein de Carburant (Flotte),Carburant,debit,77652
2025-08-11,Facture Client - Fret Régional,Ventes,credit,181534
2025-08-11,Facture Client - Fret Régional,Ventes,credit,285078
2025-08-11,Plein de Carburant (Flotte),Carburant,debit,43469
2025-08-12,Facture Client - Livraison Express,Ventes,credit,34329
2025-08-12,Facture Client - Déménagement,Ventes,credit,130503
2025-08-12,Facture Client - Déménagement,Ventes,credit,139238
2025-08-12,Plein de Carburant (Flotte),Carburant,debit,52535
2025-08-13,Facture Client - Fret Régional,Ventes,credit,177437
2025-08-13,Facture Client - Livraison Express,Ventes,credit,55624
2025-08-13,Facture Client - Fret Régional,Ventes,credit,339270
2025-08-13,Plein de Carburant (Flotte),Carburant,debit,82475
2025-08-14,Facture Client - Déménagement,Ventes,credit,146530
2025-08-14,Facture Client - Déménagement,Ventes,credit,84885
2025-08-14,Facture Client - Fret Régional,Ventes,credit,214642
2025-08-14,Facture Client - Fret Régional,Ventes,credit,192683
2025-08-14,Plein de Carburant (Flotte),Carburant,debit,70307
2025-08-15,Facture Client - Déménagement,Ventes,credit,134942
2025-08-15,Facture Client - Fret Régional,Ventes,credit,330155
2025-08-15,Facture Client - Fret Régional,Ventes,credit,176170
2025-08-15,Plein de Carburant (Flotte),Carburant,debit,89084
2025-08-16,Plein de Carburant (Flotte),Carburant,debit,60956
2025-08-17,Plein de Carburant (Flotte),Carburant,debit,75502
2025-08-18,Facture Client - Fret Régional,Ventes,credit,180387
2025-08-18,Facture Client - Livraison Express,Ventes,credit,35358
2025-08-18,Facture Client - Déménagement,Ventes,credit,182872
2025-08-18,Facture Client - Livraison Express,Ventes,credit,36122
2025-08-18,Réparation Camion / Pièces,Entretien,debit,331264
2025-08-19,Facture Client - Déménagement,Ventes,credit,137623
2025-08-19,Facture Client - Déménagement,Ventes,credit,190247
2025-08-19,Facture Client - Livraison Express,Ventes,credit,36581
2025-08-19,Plein de Carburant (Flotte),Carburant,debit,88693
2025-08-20,Facture Client - Livraison Express,Ventes,credit,42904
2025-08-20,Facture Client - Livraison Express,Ventes,credit,58019
2025-08-20,Facture Client - Déménagement,Ventes,credit,189963
2025-08-20,Plein de Carburant (Flotte),Carburant,debit,46715
2025-08-21,Facture Client - Fret Régional,Ventes,credit,305162
2025-08-21,Facture Client - Fret Régional,Ventes,credit,294331
2025-08-21,Facture Client - Livraison Express,Ventes,credit,33539
2025-08-21,Plein de Carburant (Flotte),Carburant,debit,51650
2025-08-22,Facture Client - Déménagement,Ventes,credit,95619
2025-08-22,Facture Client - Déménagement,Ventes,credit,169798
2025-08-22,Facture Client - Déménagement,Ventes,credit,90391
2025-08-22,Facture Client - Déménagement,Ventes,credit,90748
2025-08-22,Plein de Carburant (Flotte),Carburant,debit,60571
2025-08-23,Facture Client - Livraison Express,Ventes,credit,55004
2025-08-23,Facture Client - Livraison Express,Ventes,credit,53604
2025-08-23,Plein de Carburant (Flotte),Carburant,debit,82450
2025-08-24,Réparation Camion / Pièces,Entretien,debit,382191
2025-08-25,Facture Client - Déménagement,Ventes,credit,141961
2025-08-25,Plein de Carburant (Flotte),Carburant,debit,87286
2025-08-26,Facture Client - Déménagement,Ventes,credit,164704
2025-08-26,Facture Client - Déménagement,Ventes,credit,165671
2025-08-26,Facture Client - Livraison Express,Ventes,credit,61798
2025-08-26,Facture Client - Déménagement,Ventes,credit,169727
2025-08-26,Plein de Carburant (Flotte),Carburant,debit,48603
2025-08-27,Facture Client - Livraison Express,Ventes,credit,65026
2025-08-27,Facture Client - Livraison Express,Ventes,credit,40845
2025-08-28,Facture Client - Livraison Express,Ventes,credit,35008
2025-08-28,Facture Client - Fret Régional,Ventes,credit,288083
2025-08-28,Facture Client - Livraison Express,Ventes,credit,25912
2025-08-28,Plein de Carburant (Flotte),Carburant,debit,44785
2025-08-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-08-29,Facture Client - Livraison Express,Ventes,credit,70745
2025-08-29,Facture Client - Livraison Express,Ventes,credit,72843
2025-08-29,Facture Client - Livraison Express,Ventes,credit,53830
2025-08-29,Facture Client - Fret Régional,Ventes,credit,280341
2025-08-29,Plein de Carburant (Flotte),Carburant,debit,59604
2025-08-30,Facture Client - Fret Régional,Ventes,credit,316409
2025-08-30,Facture Client - Déménagement,Ventes,credit,145377
2025-08-30,Facture Client - Déménagement,Ventes,credit,184836
2025-08-30,Facture Client - Déménagement,Ventes,credit,195689
2025-08-30,Plein de Carburant (Flotte),Carburant,debit,43085
2025-08-31,Facture Client - Livraison Express,Ventes,credit,26980
2025-08-31,Facture Client - Déménagement,Ventes,credit,107899
2025-08-31,Facture Client - Fret Régional,Ventes,credit,218374
2025-08-31,Plein de Carburant (Flotte),Carburant,debit,41088
2025-09-01,Facture Client - Livraison Express,Ventes,credit,41199
2025-09-01,Facture Client - Livraison Express,Ventes,credit,25585
2025-09-01,Facture Client - Fret Régional,Ventes,credit,231831
2025-09-01,Facture Client - Fret Régional,Ventes,credit,286841
2025-09-01,Plein de Carburant (Flotte),Carburant,debit,56187
2025-09-02,Facture Client - Livraison Express,Ventes,credit,54080
2025-09-02,Facture Client - Fret Régional,Ventes,credit,394803
2025-09-02,Facture Client - Fret Régional,Ventes,credit,300239
2025-09-02,Facture Client - Fret Régional,Ventes,credit,350155
2025-09-02,Plein de Carburant (Flotte),Carburant,debit,87499
2025-09-03,Facture Client - Déménagement,Ventes,credit,185348
2025-09-03,Facture Client - Livraison Express,Ventes,credit,41486
2025-09-03,Plein de Carburant (Flotte),Carburant,debit,42836
2025-09-04,Facture Client - Fret Régional,Ventes,credit,230411
2025-09-04,Facture Client - Déménagement,Ventes,credit,199973
2025-09-04,Facture Client - Déménagement,Ventes,credit,183177
2025-09-05,Facture Client - Livraison Express,Ventes,credit,44632
2025-09-05,Plein de Carburant (Flotte),Carburant,debit,60255
2025-09-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-09-06,Plein de Carburant (Flotte),Carburant,debit,70616
2025-09-07,Plein de Carburant (Flotte),Carburant,debit,42886
2025-09-08,Facture Client - Livraison Express,Ventes,credit,48160
2025-09-08,Facture Client - Livraison Express,Ventes,credit,69255
2025-09-08,Facture Client - Déménagement,Ventes,credit,118545
2025-09-08,Plein de Carburant (Flotte),Carburant,debit,56548
2025-09-09,Facture Client - Livraison Express,Ventes,credit,58311
2025-09-09,Facture Client - Livraison Express,Ventes,credit,25213
2025-09-09,Facture Client - Livraison Express,Ventes,credit,49207
2025-09-09,Réparation Camion / Pièces,Entretien,debit,195214
2025-09-10,Facture Client - Livraison Express,Ventes,credit,33356
2025-09-10,Facture Client - Déménagement,Ventes,credit,166980
2025-09-11,Facture Client - Déménagement,Ventes,credit,122312
2025-09-11,Facture Client - Fret Régional,Ventes,credit,232245
2025-09-11,Facture Client - Déménagement,Ventes,credit,147325
2025-09-12,Facture Client - Fret Régional,Ventes,credit,193600
2025-09-12,Facture Client - Déménagement,Ventes,credit,127708
2025-09-12,Facture Client - Déménagement,Ventes,credit,197420
2025-09-12,Plein de Carburant (Flotte),Carburant,debit,59787
2025-09-13,Plein de Carburant (Flotte),Carburant,debit,40628
2025-09-14,Plein de Carburant (Flotte),Carburant,debit,45420
2025-09-15,Facture Client - Livraison Express,Ventes,credit,39833
2025-09-15,Facture Client - Fret Régional,Ventes,credit,394062
2025-09-15,Facture Client - Déménagement,Ventes,credit,157316
2025-09-15,Facture Client - Déménagement,Ventes,credit,82130
2025-09-15,Plein de Carburant (Flotte),Carburant,debit,59975
2025-09-15,Paiement Taxes / Patente,Impôts,debit,600000
2025-09-16,Facture Client - Déménagement,Ventes,credit,151368
2025-09-16,Facture Client - Livraison Express,Ventes,credit,36307
2025-09-16,Facture Client - Livraison Express,Ventes,credit,51642
2025-09-16,Facture Client - Déménagement,Ventes,credit,133487
2025-09-16,Plein de Carburant (Flotte),Carburant,debit,65665
2025-09-17,Facture Client - Déménagement,Ventes,credit,137760
2025-09-17,Facture Client - Déménagement,Ventes,credit,181071
2025-09-17,Facture Client - Livraison Express,Ventes,credit,28220
2025-09-17,Plein de Carburant (Flotte),Carburant,debit,57377
2025-09-18,Facture Client - Livraison Express,Ventes,credit,34336
2025-09-18,Plein de Carburant (Flotte),Carburant,debit,66578
2025-09-19,Facture Client - Déménagement,Ventes,credit,179853
2025-09-20,Facture Client - Déménagement,Ventes,credit,116114
2025-09-20,Facture Client - Déménagement,Ventes,credit,144361
2025-09-20,Facture Client - Livraison Express,Ventes,credit,60784
2025-09-21,Plein de Carburant (Flotte),Carburant,debit,71263
2025-09-22,Facture Client - Livraison Express,Ventes,credit,37541
2025-09-22,Facture Client - Fret Régional,Ventes,credit,203450
2025-09-22,Facture Client - Livraison Express,Ventes,credit,52381
2025-09-22,Facture Client - Fret Régional,Ventes,credit,343342
2025-09-22,Plein de Carburant (Flotte),Carburant,debit,68337
2025-09-23,Facture Client - Fret Régional,Ventes,credit,248729
2025-09-23,Plein de Carburant (Flotte),Carburant,debit,59334
2025-09-24,Facture Client - Déménagement,Ventes,credit,136010
2025-09-24,Plein de Carburant (Flotte),Carburant,debit,84084
2025-09-25,Facture Client - Déménagement,Ventes,credit,162538
2025-09-26,Facture Client - Fret Régional,Ventes,credit,248951
2025-09-26,Facture Client - Fret Régional,Ventes,credit,172237
2025-09-26,Facture Client - Livraison Express,Ventes,credit,65858
2025-09-26,Plein de Carburant (Flotte),Carburant,debit,80630
2025-09-27,Réparation Camion / Pièces,Entretien,debit,213547
2025-09-28,Plein de Carburant (Flotte),Carburant,debit,49445
2025-09-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-09-29,Facture Client - Fret Régional,Ventes,credit,316080
2025-09-29,Facture Client - Fret Régional,Ventes,credit,164055
2025-09-29,Facture Client - Déménagement,Ventes,credit,166013
2025-09-29,Facture Client - Livraison Express,Ventes,credit,68641
2025-09-29,Réparation Camion / Pièces,Entretien,debit,406251
2025-09-30,Facture Client - Fret Régional,Ventes,credit,183699
2025-09-30,Facture Client - Fret Régional,Ventes,credit,319399
2025-09-30,Facture Client - Fret Régional,Ventes,credit,357759
2025-09-30,Facture Client - Livraison Express,Ventes,credit,63632
2025-10-01,Facture Client - Déménagement,Ventes,credit,167876
2025-10-01,Facture Client - Déménagement,Ventes,credit,89170
2025-10-01,Facture Client - Déménagement,Ventes,credit,147957
2025-10-02,Facture Client - Fret Régional,Ventes,credit,309090
2025-10-02,Facture Client - Fret Régional,Ventes,credit,233571
2025-10-02,Facture Client - Déménagement,Ventes,credit,126908
2025-10-02,Plein de Carburant (Flotte),Carburant,debit,86463
2025-10-03,Facture Client - Livraison Express,Ventes,credit,52801
2025-10-03,Plein de Carburant (Flotte),Carburant,debit,41666
2025-10-04,Plein de Carburant (Flotte),Carburant,debit,55124
2025-10-05,Facture Client - Livraison Express,Ventes,credit,47029
2025-10-05,Facture Client - Fret Régional,Ventes,credit,180504
2025-10-05,Plein de Carburant (Flotte),Carburant,debit,62002
2025-10-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-10-06,Facture Client - Livraison Express,Ventes,credit,29201
2025-10-06,Facture Client - Déménagement,Ventes,credit,163914
2025-10-06,Facture Client - Livraison Express,Ventes,credit,70042
2025-10-06,Facture Client - Fret Régional,Ventes,credit,380811
2025-10-07,Facture Client - Fret Régional,Ventes,credit,269751
2025-10-08,Facture Client - Fret Régional,Ventes,credit,282574
2025-10-08,Facture Client - Déménagement,Ventes,credit,140849
2025-10-08,Plein de Carburant (Flotte),Carburant,debit,61671
2025-10-09,Facture Client - Fret Régional,Ventes,credit,171308
2025-10-09,Facture Client - Déménagement,Ventes,credit,140594
2025-10-09,Facture Client - Fret Régional,Ventes,credit,379642
2025-10-09,Plein de Carburant (Flotte),Carburant,debit,86358
2025-10-10,Facture Client - Livraison Express,Ventes,credit,33610
2025-10-10,Facture Client - Fret Régional,Ventes,credit,397290
2025-10-10,Plein de Carburant (Flotte),Carburant,debit,71073
2025-10-11,Facture Client - Livraison Express,Ventes,credit,41882
2025-10-11,Plein de Carburant (Flotte),Carburant,debit,77763
2025-10-12,Facture Client - Livraison Express,Ventes,credit,72346
2025-10-12,Plein de Carburant (Flotte),Carburant,debit,69705
2025-10-13,Facture Client - Déménagement,Ventes,credit,143695
2025-10-13,Facture Client - Déménagement,Ventes,credit,115439
2025-10-13,Facture Client - Déménagement,Ventes,credit,92311
2025-10-14,Facture Client - Livraison Express,Ventes,credit,39318
2025-10-14,Facture Client - Fret Régional,Ventes,credit,203043
2025-10-14,Facture Client - Livraison Express,Ventes,credit,48455
2025-10-15,Facture Client - Fret Régional,Ventes,credit,262258
2025-10-15,Facture Client - Fret Régional,Ventes,credit,239277
2025-10-16,Facture Client - Livraison Express,Ventes,credit,72727
2025-10-16,Facture Client - Fret Régional,Ventes,credit,392538
2025-10-16,Facture Client - Déménagement,Ventes,credit,196289
2025-10-17,Facture Client - Livraison Express,Ventes,credit,65291
2025-10-17,Facture Client - Fret Régional,Ventes,credit,216992
2025-10-17,Facture Client - Déménagement,Ventes,credit,108205
2025-10-17,Plein de Carburant (Flotte),Carburant,debit,63621
2025-10-18,Plein de Carburant (Flotte),Carburant,debit,84560
2025-10-19,Plein de Carburant (Flotte),Carburant,debit,44386
2025-10-20,Facture Client - Fret Régional,Ventes,credit,372863
2025-10-20,Facture Client - Livraison Express,Ventes,credit,73746
2025-10-21,Facture Client - Déménagement,Ventes,credit,136714
2025-10-21,Facture Client - Livraison Express,Ventes,credit,42475
2025-10-21,Facture Client - Livraison Express,Ventes,credit,56534
2025-10-22,Facture Client - Fret Régional,Ventes,credit,170953
2025-10-22,Plein de Carburant (Flotte),Carburant,debit,54665
2025-10-23,Facture Client - Fret Régional,Ventes,credit,287486
2025-10-23,Facture Client - Fret Régional,Ventes,credit,274910
2025-10-23,Facture Client - Déménagement,Ventes,credit,196940
2025-10-23,Plein de Carburant (Flotte),Carburant,debit,80234
2025-10-24,Facture Client - Livraison Express,Ventes,credit,52092
2025-10-24,Facture Client - Déménagement,Ventes,credit,116934
2025-10-24,Facture Client - Déménagement,Ventes,credit,131092
2025-10-24,Facture Client - Fret Régional,Ventes,credit,207332
2025-10-27,Facture Client - Livraison Express,Ventes,credit,28068
2025-10-27,Facture Client - Fret Régional,Ventes,credit,166579
2025-10-27,Facture Client - Déménagement,Ventes,credit,107672
2025-10-27,Facture Client - Fret Régional,Ventes,credit,175527
2025-10-27,Plein de Carburant (Flotte),Carburant,debit,52716
2025-10-28,Facture Client - Déménagement,Ventes,credit,120253
2025-10-28,Facture Client - Déménagement,Ventes,credit,104103
2025-10-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-10-29,Facture Client - Livraison Express,Ventes,credit,46385
2025-10-29,Facture Client - Fret Régional,Ventes,credit,226771
2025-10-29,Facture Client - Fret Régional,Ventes,credit,338058
2025-10-29,Facture Client - Livraison Express,Ventes,credit,60741
2025-10-29,Plein de Carburant (Flotte),Carburant,debit,44716
2025-10-30,Facture Client - Déménagement,Ventes,credit,198402
2025-10-30,Facture Client - Déménagement,Ventes,credit,96725
2025-10-30,Facture Client - Livraison Express,Ventes,credit,32498
2025-10-30,Plein de Carburant (Flotte),Carburant,debit,40169
2025-10-31,Facture Client - Déménagement,Ventes,credit,87613
2025-10-31,Plein de Carburant (Flotte),Carburant,debit,64801
2025-11-01,Facture Client - Déménagement,Ventes,credit,173396
2025-11-01,Facture Client - Livraison Express,Ventes,credit,60113
2025-11-01,Facture Client - Fret Régional,Ventes,credit,376429
2025-11-01,Facture Client - Déménagement,Ventes,credit,133491
2025-11-01,Plein de Carburant (Flotte),Carburant,debit,42134
2025-11-02,Plein de Carburant (Flotte),Carburant,debit,76093
2025-11-03,Facture Client - Fret Régional,Ventes,credit,322340
2025-11-03,Facture Client - Livraison Express,Ventes,credit,74111
2025-11-03,Facture Client - Déménagement,Ventes,credit,162182
2025-11-03,Facture Client - Déménagement,Ventes,credit,193199
2025-11-03,Plein de Carburant (Flotte),Carburant,debit,89296
2025-11-04,Facture Client - Fret Régional,Ventes,credit,255161
2025-11-04,Facture Client - Livraison Express,Ventes,credit,58118
2025-11-04,Facture Client - Fret Régional,Ventes,credit,297666
2025-11-04,Facture Client - Fret Régional,Ventes,credit,240736
