date,description,categorie,type,montant
2026-02-12,Plein de Carburant (Flotte),Carburant,debit,101844
2026-02-13,Réparation Camion / Achat de Pièces,Entretien,debit,323742
2026-02-16,Plein de Carburant (Flotte),Carburant,debit,92963
2026-02-17,Plein de Carburant (Flotte),Carburant,debit,69972
2026-02-19,Plein de Carburant (Flotte),Carburant,debit,86431
2026-02-21,Réparation Camion / Achat de Pièces,Entretien,debit,695906
2026-02-24,Plein de Carburant (Flotte),Carburant,debit,92928
2026-02-25,Plein de Carburant (Flotte),Carburant,debit,72482
2026-02-26,Plein de Carburant (Flotte),Carburant,debit,66521
2026-02-28,Plein de Carburant (Flotte),Carburant,debit,87087
2026-02-28,Paiement Salaires (Chauffeurs et Admin),Salaires,debit,1200000
2026-03-02,Plein de Carburant (Flotte),Carburant,debit,89556
2026-03-05,Plein de Carburant (Flotte),Carburant,debit,98662
2026-03-05,Loyer Entrepôt Logistique,Loyer,debit,550000
2026-03-06,Plein de Carburant (Flotte),Carburant,debit,99197
2026-03-07,Plein de Carburant (Flotte),Carburant,debit,105951
2026-03-08,Plein de Carburant (Flotte),Carburant,debit,65157
2026-03-09,Plein de Carburant (Flotte),Carburant,debit,97770
2026-03-09,Réparation Camion / Achat de Pièces,Entretien,debit,659169
2026-03-10,Plein de Carburant (Flotte),Carburant,debit,65143
2026-03-11,Plein de Carburant (Flotte),Carburant,debit,63418
2026-03-11,Réparation Camion / Achat de Pièces,Entretien,debit,792492
2026-03-12,Plein de Carburant (Flotte),Carburant,debit,75746
2026-03-13,Plein de Carburant (Flotte),Carburant,debit,97938
2026-03-14,Plein de Carburant (Flotte),Carburant,debit,98403
2026-03-15,Paiement Taxes / Patente,Impôts,debit,600000
2026-03-15,Pénalité de retard (Fisc),Impôts,debit,150000
2026-03-16,Plein de Carburant (Flotte),Carburant,debit,105743
2026-03-17,Plein de Carburant (Flotte),Carburant,debit,109130
2026-03-19,Facture Client - Livraison Express (Retard de paiement),Ventes,credit,77914
2026-03-19,Réparation Camion / Achat de Pièces,Entretien,debit,311893
2026-03-20,Plein de Carburant (Flotte),Carburant,debit,88214
2026-03-21,Plein de Carburant (Flotte),Carburant,debit,91197
2026-03-23,Plein de Carburant (Flotte),Carburant,debit,98874
2026-03-24,Plein de Carburant (Flotte),Carburant,debit,94472
2026-03-25,Réparation Camion / Achat de Pièces,Entretien,debit,502792
2026-03-26,Plein de Carburant (Flotte),Carburant,debit,85461
2026-03-27,Plein de Carburant (Flotte),Carburant,debit,62772
2026-03-28,Plein de Carburant (Flotte),Carburant,debit,66933
2026-03-28,Paiement Salaires (Chauffeurs et Admin),Salaires,debit,1200000
2026-03-31,Plein de Carburant (Flotte),Carburant,debit,88345
2026-04-01,Plein de Carburant (Flotte),Carburant,debit,99463
2026-04-03,Plein de Carburant (Flotte),Carburant,debit,65532
2026-04-05,Plein de Carburant (Flotte),Carburant,debit,79557
2026-04-05,Loyer Entrepôt Logistique,Loyer,debit,550000
2026-04-05,Réparation Camion / Achat de Pièces,Entretien,debit,593965
2026-04-08,Plein de Carburant (Flotte),Carburant,debit,67042
2026-04-09,Facture Client - Livraison Express,Ventes,credit,26856
2026-04-09,Plein de Carburant (Flotte),Carburant,debit,73999
2026-04-10,Réparation Camion / Achat de Pièces,Entretien,debit,297621
2026-04-11,Plein de Carburant (Flotte),Carburant,debit,93783
2026-04-12,Plein de Carburant (Flotte),Carburant,debit,107220
2026-04-13,Réparation Camion / Achat de Pièces,Entretien,debit,684487
2026-04-14,Plein de Carburant (Flotte),Carburant,debit,90805
2026-04-15,Plein de Carburant (Flotte),Carburant,debit,80598
2026-04-17,Plein de Carburant (Flotte),Carburant,debit,98702
2026-04-19,Plein de Carburant (Flotte),Carburant,debit,64027
2026-04-20,Facture Client - Fret Régional (Retard de paiement),Ventes,credit,56793
2026-04-20,Facture Client - Fret Régional (Retard de paiement),Ventes,credit,46131
2026-04-22,Plein de Carburant (Flotte),Carburant,debit,85827
2026-04-23,Plein de Carburant (Flotte),Carburant,debit,76263
2026-04-25,Plein de Carburant (Flotte),Carburant,debit,96832
2026-04-26,Plein de Carburant (Flotte),Carburant,debit,76307
2026-04-27,Plein de Carburant (Flotte),Carburant,debit,98722
2026-04-27,Réparation Camion / Achat de Pièces,Entretien,debit,310822
2026-04-28,Plein de Carburant (Flotte),Carburant,debit,82974
2026-04-28,Paiement Salaires (Chauffeurs et Admin),Salaires,debit,1200000
2026-04-29,Plein de Carburant (Flotte),Carburant,debit,105212
2026-04-30,Plein de Carburant (Flotte),Carburant,debit,94602
2026-05-01,Plein de Carburant (Flotte),Carburant,debit,86355
2026-05-03,Plein de Carburant (Flotte),Carburant,debit,88915
2026-05-04,Plein de Carburant (Flotte),Carburant,debit,81759
2026-05-05,Plein de Carburant (Flotte),Carburant,debit,74232
2026-05-05,Loyer Entrepôt Logistique,Loyer,debit,550000
2026-05-06,Plein de Carburant (Flotte),Carburant,debit,85299
2026-05-06,Réparation Camion / Achat de Pièces,Entretien,debit,581530
2026-05-07,Facture Client - Fret Régional (Retard de paiement),Ventes,credit,28921
2026-05-08,Réparation Camion / Achat de Pièces,Entretien,debit,301338
2026-05-10,Plein de Carburant (Flotte),Carburant,debit,68695
2026-05-11,Plein de Carburant (Flotte),Carburant,debit,68354
2026-05-14,Plein de Carburant (Flotte),Carburant,debit,78064
2026-05-15,Plein de Carburant (Flotte),Carburant,debit,61765
2026-05-16,Réparation Camion / Achat de Pièces,Entretien,debit,370647
2026-05-17,Réparation Camion / Achat de Pièces,Entretien,debit,475762
2026-05-18,Plein de Carburant (Flotte),Carburant,debit,79586
2026-05-19,Plein de Carburant (Flotte),Carburant,debit,67823
2026-05-19,Réparation Camion / Achat de Pièces,Entretien,debit,415227
2026-05-20,Plein de Carburant (Flotte),Carburant,debit,71440
2026-05-21,Réparation Camion / Achat de Pièces,Entretien,debit,652318
2026-05-22,Plein de Carburant (Flotte),Carburant,debit,93302
2026-05-23,Plein de Carburant (Flotte),Carburant,debit,83694
2026-05-24,Plein de Carburant (Flotte),Carburant,debit,86085
2026-05-25,Réparation Camion / Achat de Pièces,Entretien,debit,705312
2026-05-26,Plein de Carburant (Flotte),Carburant,debit,91277
2026-05-27,Facture Client - Fret Régional (Retard de paiement),Ventes,credit,62393
2026-05-27,Plein de Carburant (Flotte),Carburant,debit,77954
2026-05-28,Plein de Carburant (Flotte),Carburant,debit,104638
2026-05-28,Paiement Salaires (Chauffeurs et Admin),Salaires,debit,1200000
2026-05-28,Réparation Camion / Achat de Pièces,Entretien,debit,631413
2026-06-02,Plein de Carburant (Flotte),Carburant,debit,82385
2026-06-03,Plein de Carburant (Flotte),Carburant,debit,60233
2026-06-04,Réparation Camion / Achat de Pièces,Entretien,debit,614971
2026-06-05,Loyer Entrepôt Logistique,Loyer,debit,550000
2026-06-06,Plein de Carburant (Flotte),Carburant,debit,68448
2026-06-07,Plein de Carburant (Flotte),Carburant,debit,93024
2026-06-08,Plein de Carburant (Flotte),Carburant,debit,93614
2026-06-09,Plein de Carburant (Flotte),Carburant,debit,84262
2026-06-12,Plein de Carburant (Flotte),Carburant,debit,65578
2026-06-12,Réparation Camion / Achat de Pièces,Entretien,debit,667864
2026-06-13,Plein de Carburant (Flotte),Carburant,debit,102975
2026-06-14,Plein de Carburant (Flotte),Carburant,debit,99895
2026-06-15,Réparation Camion / Achat de Pièces,Entretien,debit,381532
2026-06-15,Paiement Taxes / Patente,Impôts,debit,600000
2026-06-15,Pénalité de retard (Fisc),Impôts,debit,150000
2026-06-18,Facture Client - Livraison Express (Retard de paiement),Ventes,credit,23612
2026-06-22,Facture Client - Fret Régional,Ventes,credit,72370
2026-06-23,Plein de Carburant (Flotte),Carburant,debit,89440
2026-06-25,Plein de Carburant (Flotte),Carburant,debit,103860
2026-06-26,Plein de Carburant (Flotte),Carburant,debit,64733
2026-06-28,Plein de Carburant (Flotte),Carburant,debit,96694
2026-06-28,Paiement Salaires (Chauffeurs et Admin),Salaires,debit,1200000
2026-07-02,Plein de Carburant (Flotte),Carburant,debit,80632
2026-07-05,Loyer Entrepôt Logistique,Loyer,debit,550000
2026-07-07,Réparation Camion / Achat de Pièces,Entretien,debit,668277
2026-07-10,Plein de Carburant (Flotte),Carburant,debit,103573
2026-07-11,Plein de Carburant (Flotte),Carburant,debit,79707
2026-07-13,Facture Client - Fret Régional,Ventes,credit,45511
2026-07-14,Réparation Camion / Achat de Pièces,Entretien,debit,363901
2026-07-15,Plein de Carburant (Flotte),Carburant,debit,63786
2026-07-15,Réparation Camion / Achat de Pièces,Entretien,debit,697297
2026-07-16,Plein de Carburant (Flotte),Carburant,debit,61059
2026-07-17,Plein de Carburant (Flotte),Carburant,debit,107458
2026-07-19,Plein de Carburant (Flotte),Carburant,debit,107393
